ID,Creator,Type,Permalink,Post Message,Lifetime Post Total Reach,Lifetime Post Paid Reach,Lifetime Post organic reach,Lifetime Post Total Reactions,Lifetime Post Total Comments,Lifetime Post Total Shares,Lifetime Post Total Clicks,Lifetime Post Total Saves
'403302924336197',Paulistão Feminino,Video,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=403302924336197,"PAULISTÃO FEMININO AO VIVO!
Assista Corinthians x Ferroviária pela Final do Paulistão Feminino 2020, exclusivo no Facebook!
#PaulistãoFeminino2020 #FutebolPaulista
#PaulistãoFemininoNoFB",69223,0,69223,2004,985,304,7514,-
'4800364910006096',Federação Paulista de Futebol - FPF,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4800364910006096,"Atual campeão, o Corinthians vai em busca do bicampeonato do Paulistão Feminino. Na decisão pelo terceiro ano seguido, o Timão encara a Ferroviária neste domingo (13), pelo jogo de ida da final. Relembre a campanha alvinegra até aqui.
#PaulistãoFemininoNoFB",11736,0,11736,145,7,10,388,-
'215232653391265',Paulistão Feminino,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=215232653391265,"Atual campeão, o Corinthians vai em busca do bicampeonato do Paulistão Feminino. Na decisão pelo terceiro ano seguido, o Timão encara a Ferroviária neste domingo (13), pelo jogo de ida da final. Relembre a campanha alvinegra até aqui.
#PaulistãoFemininoNoFB",5795,0,5795,172,8,19,212,-
'214443040136893',Paulistão Feminino,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=214443040136893,"Foram 40 anos de lutas para tirar o futebol feminino da clandestinidade e colocar o sonho de pé. A resistência continua. São mulheres guerreiras como Sissi, Roseli, Marcia Honório, Aline Pellegrino, Cristiane e Formiga que inspiram uma nova geração de meninas absolutas, soberanas, sonhadoras e livres. Uma revolução está em andamento, há um caminho longo pela frente. Mas nada mais poderá impedi-las.
#Absolutas",9720,0,9720,203,15,34,215,-
'4795699303805990',Federação Paulista de Futebol - FPF,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4795699303805990,"Foram 40 anos de lutas para tirar o futebol feminino da clandestinidade e colocar o sonho de pé. A resistência continua. São mulheres guerreiras como Sissi, Roseli, Marcia Honório, Aline Pellegrino, Cristiane e Formiga que inspiram uma nova geração de meninas absolutas, soberanas, sonhadoras e livres. Uma revolução está em andamento, há um caminho longo pela frente. Mas nada mais poderá impedi-las.
#Absolutas",574820,557162,19100,1652,79,198,19394,-
'4795672940475293',Federação Paulista de Futebol - FPF,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4795672940475293,"Foram 40 anos de lutas para tirar o futebol feminino da clandestinidade e colocar o sonho de pé. A resistência continua. São mulheres guerreiras como Sissi, Roseli, Marcia Honório, Aline Pellegrino, Cristiane e Formiga que inspiram uma nova geração de meninas absolutas, soberanas, sonhadoras e livres. Uma revolução está em andamento, há um caminho longo pela frente. Mas nada mais poderá impedi-las.
#Absolutas",0,0,0,0,0,0,0,-
'4795649647144289',Federação Paulista de Futebol - FPF,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4795649647144289,"Foram 40 anos de lutas para tirar o futebol feminino da clandestinidade e colocar o sonho de pé. A resistência continua. São mulheres guerreiras como Sissi, Roseli, Marcia Honório, Aline Pellegrino, Cristiane e Formiga que inspiram uma nova geração de meninas absolutas, soberanas, sonhadoras e livres. Uma revolução está em andamento, há um caminho longo pela frente. Mas nada mais poderá impedi-las.
#Absolutas",2347,0,2347,73,1,11,104,-
'4793470394028881',Federação Paulista de Futebol - FPF,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4793470394028881,"Confira os melhores momentos do empate por 2 a 2 entre Corinthians e Palmeiras, em partida realizada nesta quinta-feira (10). Com o placar, o Timão se classificou para a decisão do Paulista Feminino, onde irá encarar a Ferroviária.
#PaulistãoFemininoNoFB",20968,0,20968,142,8,14,639,-
'214083810172816',Paulistão Feminino,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=214083810172816,"Confira os melhores momentos do empate por 2 a 2 entre Corinthians e Palmeiras, em partida realizada nesta quinta-feira (10). Com o placar, o Timão se classificou para a decisão do Paulista Feminino, onde irá encarar a Ferroviária.
#PaulistãoFemininoNoFB",3050,0,3050,91,0,5,146,-
'236074544599269',Paulistão Feminino,Video,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=236074544599269,"PAULISTÃO FEMININO AO VIVO!
Assista Corinthians x Palmeiras pela Semifinal do Paulistão Feminino 2020, exclusivo no Facebook!
#PaulistãoFeminino2020 #FutebolPaulista
#PaulistãoFemininoNoFB",202644,0,202644,18884,9581,1053,22397,-
'236074091265981',Federação Paulista de Futebol - FPF,Video,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=236074091265981,"PAULISTÃO FEMININO AO VIVO!
Assista Corinthians x Palmeiras pela Semifinal do Paulistão Feminino 2020, exclusivo no Facebook!
#PaulistãoFeminino2020 #FutebolPaulista
#PaulistãoFemininoNoFB",395442,95695,309467,35904,13882,1257,39764,-
'4784857491556838',Federação Paulista de Futebol - FPF,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4784857491556838,"Bora falar de tradição?
O grená mais uma vez estará presente na decisão do Paulistão Feminino. A Ferroviária chega aos jogos finais da competição com um saldo de sete vitórias, uma derrota e um empate. Comandanda por Tatiele Silveira, a \"Ferrinha\" passou por Taubaté e Red Bull Bragantino na fase eliminatória.
#PaulistãoFemininoNoFB",8086,0,8086,62,2,4,213,-
'4780364375339483',Federação Paulista de Futebol - FPF,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4780364375339483,"Como surge uma lenda do Futebol Feminino? Magrinha, rápida e só um objetivo: jogar futebol. Para Cristiane alcançar todos os seus feitos, muita gente passou por essa trajetória e contribuiu para tantas conquistas. Mas se engana quem pensa que a camisa 11 da nossa seleção para por ai. Tem muita coisa pela frente!
#PaulistãoFeminino #Perfil",675763,643447,39003,6575,155,231,28450,-
'4771286556247265',Federação Paulista de Futebol - FPF,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4771286556247265,"O Paulistão Feminino chegou em sua fase semifinal, com quatro equipes seguindo na busco do título da competição. Confira os melhores momentos das partidas de ida.
#PaulistãoFemininoNoFB",10539,0,10539,97,0,7,373,-
'4775461605829760',Federação Paulista de Futebol - FPF,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4775461605829760,"Confira os melhores momentos da vitória de 4 a 0 da Ferroviária diante do Red Bull Bragantino, que colocou as Guerreiras Grenás na final do Paulista Feminino 2020.
#PaulistãoFemininoNoFB",11749,0,11749,110,3,9,349,-
'211046100476587',Paulistão Feminino,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=211046100476587,"Confira os melhores momentos da vitória de 4 a 0 da Ferroviária diante do Red Bull Bragantino, que colocou as Guerreiras Grenás na final do Paulista Feminino 2020.
#PaulistãoFemininoNoFB",4674,0,4674,103,2,8,202,-
'198468895095180',Federação Paulista de Futebol - FPF,Video,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=198468895095180,"PAULISTÃO FEMININO AO VIVO!
Assista Ferroviária x Red Bull Bragantino pela Semifinal do Paulistão Feminino 2020, exclusivo no Facebook!
#PaulistãoFeminino2020 #FutebolPaulista
#PaulistãoFemininoNoFB",87710,0,87710,1327,535,78,7381,-
'4763832630325991',Federação Paulista de Futebol - FPF,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4763832630325991,"Debaixo de muita chuva, Red Bull Bragantino e Ferroviária ficaram no 0 a 0, na partida de ida da semifinal, do Paulistão Feminino.
As equipes voltam a se enfrentar no domingo (6), às 11h, em Araraquara.
#PaulistãoFemininoNoFB",90512,85235,5701,147,3,5,1568,-
'714192385951527',Federação Paulista de Futebol - FPF,Video,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=714192385951527,"Dedicar-se integralmente a um esporte de alta intensidade, com carreira curta e sem o suporte adequado são fatores que levam muitas mulheres a um dilema: ser mãe ou jogar futebol? Numa sociedade em que metade das mulheres perdem o emprego quando alcançam a maternidade, apenas uma atleta era mãe entre as 23 brasileiras convocadas na Copa do Mundo da França. Mas o avanço da modalidade e a busca por espaço e igualdade mostram que é possível, sim, jogar profissionalmente e ter uma família.
#Absolutas",459201,425525,33900,3881,140,443,12134,-
'4763475003695087',Federação Paulista de Futebol - FPF,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4763475003695087,"É título que você quer? Então toma a história de Rosana Augusto, campeã do Paulistão, Libertadores e Mundial, além de medalhista olímpica e pan-americano. 
Alerta de spoiler: Não só de conquistas se constrói uma trajetória vencedora.
#PaulistãoFemininoNoFB",258381,231411,25595,2289,35,76,10679,-
'385592355991395',Federação Paulista de Futebol - FPF,Video,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=385592355991395,"PAULISTÃO FEMININO AO VIVO! Assista Red Bull Bragantino x Ferroviária pelo jogo de ida da Semifinal do Paulistão Feminino 2020, AO VIVO e exclusivo no Facebook! #PaulistãoFeminino2020 #FutebolPaulista
#PaulistãoFemininoNoFB",244608,182939,65235,1750,697,142,8958,-
'4758949327480988',Federação Paulista de Futebol - FPF,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4758949327480988,"Palmeiras e Corinthians fizeram o primeiro derby da semifinal do Paulistão Feminino 2020. Mesmo jogando fora de casa, o Timão conseguiu a vitória pelo placar de 1 a 0, com gol de Gabi Nunes.
Veja os melhores momentos da partida.",195179,174683,20204,889,38,36,10820,-
'4761704483872139',Federação Paulista de Futebol - FPF,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4761704483872139,"PAULISTÃO FEMININO AO VIVO! Assista Red Bull Bragantino x Ferroviária pelo jogo de ida da Semifinal do Paulistão Feminino 2020, AO VIVO e exclusivo no Facebook! #PaulistãoFeminino2020 #FutebolPaulista
#PaulistãoFemininoNoFB",4219,0,4219,21,1,0,13,-
'403797340969656',Paulistão Feminino,Video,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=403797340969656,"PAULISTÃO FEMININO AO VIVO!
Assista Palmeiras x Corinthians pela Semifinal  do Paulistão Feminino 2020, exclusivo no Facebook!
#PaulistãoFeminino2020 #FutebolPaulista
#PaulistãoFemininoNoFB",68282,0,68282,12651,3995,581,7498,-
'403796880969702',Federação Paulista de Futebol - FPF,Video,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=403796880969702,"PAULISTÃO FEMININO AO VIVO!
Assista Palmeiras x Corinthians pela Semifinal  do Paulistão Feminino 2020, exclusivo no Facebook!
#PaulistãoFeminino2020 #FutebolPaulista
#PaulistãoFemininoNoFB",179484,0,179484,19009,6307,633,19276,-
'205775104325295',Federação Paulista de Futebol - FPF,Video,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=205775104325295,"Elas em Campo - a mesa redonda exclusiva do Paulistão Feminino.
Na reta final da competição, reunimos Alê Xavier, Alline Callandrini e Maurício Barros para discutir sobre os jogos da rodada e os próximos confrontos dos semifinalistas. Natália Lara é a convidada especial do primeiro episódio. 
É hoje, às 19h, AO VIVO e EXCLUSIVO no Facebook Watch.",33981,0,33981,352,41,25,2938,-
'4753547738021147',Federação Paulista de Futebol - FPF,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4753547738021147,"Elas em Campo - a mesa redonda exclusiva do Paulistão Feminino.
Na reta final da competição, reunimos Alê Xavier, Alline Callandrini e Maurício Barros para discutir sobre os jogos da rodada e os próximos confrontos dos semifinalistas. Natália Lara é a convidada especial do primeiro episódio. 
É hoje, às 19h, AO VIVO e EXCLUSIVO no Facebook Watch.",3439,0,3439,15,2,0,9,-
'4749588391750415',Federação Paulista de Futebol - FPF,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4749588391750415,"Confira todos os gols que foram marcados durante as partidas de volta das quartas de final do Paulistão Feminino.
#PaulistãoFemininoNoFB",10302,0,10302,60,1,4,263,-
'10159273213135409',ge,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=10159273213135409,"Já pensou em ter aulas de futebol criadas por Marta, eleita a melhor do mundo seis vezes, e Emily Lima, ex-técnica da seleção brasileira? E de graça? Basta ir na plataforma Clear Bora Jogar para aprender com quem realmente entende do assunto. A iniciativa de CLEAR visa popularizar o futebol feminino de forma gratuita e 100% online

Vai lá: https://www.clearhaircare.com/br/bora-jogar.html",113207,0,113207,210,26,8,2863,-
'4129174087152683',TV Jornal,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4129174087152683,A grande final da #CopadoNordesteNoSBT 🏆 chegou e Ceará e Bahia disputam neste sábado (1°) a primeira partida ⚽ da final da competição. O jogo promete fortes emoções 😱 e a gente quer saber 🤔: quem você acha que sai na frente pela disputa do título? 😉 #CopadoNordeste #AD #Futebol #Clear,13449,0,13449,40,9,1,161,-
'3537805612923169',SBT,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=3537805612923169,"As emoções das rodadas da Copa do Nordeste não param! Quem também fica no suspense na hora da rodada de pênaltis? CLEAR está junto com a gente nessa, acompanhando as etapas finais do campeonato J Dá o play e vem conferir os momentos mais engraçados. 😂😂😂 #SBT #Clear #CopaDoNordeste",57111,38200,20188,120,1,2,1186,-
'4098073286929430',TV Jornal,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=4098073286929430,😱 Chegou a fase mata-mata da #CopadoNordestenoSBT! ⚽ Os times estão naquela tensão 🥶 para saber quem avança ✅ para a semifinal! 🔋 Sua porcentagem de bateria vai dizer qual a chance do seu time do coração ❤️ vencer nessa fase! E aí? Conta pra gente! 🤔 #Futebol #AD #CopadoNordeste #Publi #ConteúdoPatrocinado,6470,0,6470,12,0,0,115,-
'3010980838938985',SBT,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=3010980838938985,"A CLEAR selecionou as comemorações mais inusitadas dos gols da Copa do Nordeste. A criatividade dos jogadores, da torcida e da nossa edição aqui não tem limites 😆. O que não falta são dancinhas hilárias, recados e performances a cada gol do torneio. Marca aqui aquele amigo que também faz questão de criar na hora de comemorar.

#copadonordeste #comemoração #futebolbrasileiro",1040214,1014005,29793,853,7,37,57307,-
'3188747801178917',TV Tambaú,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=3188747801178917,"Clear shampoo joga em times de alta performance. E aí, será que com 100 reais você consegue montar um timaço ⚽ para a #CopadoNordesteNoSBT? Conta aqui 👇🏼 pra gente quem você levaria pro seu time!  #Clearshampoo #Futebol #AD #CopadoNordeste",1326,0,1326,5,0,0,8,-
'3571348509601913',TV Jornal,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=3571348509601913,"Clear shampoo joga em times de alta performance. E aí, será que com 100 reais você consegue montar um timaço ⚽ para a #CopadoNordesteNoSBT? Conta aqui 👇🏼 pra gente quem você levaria pro seu time!  #Clearshampoo #Futebol #AD #CopadoNordeste",6457,0,6457,17,2,1,110,-
'3183657638354600',TV Tambaú,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=3183657638354600,"Clear shampoo sabe que todo time sempre tem aquele cara 💪🏼 que chama a responsabilidade, né? Para você, qual ⚽ jogador que mais impõe respeito na #CopadoNordestenoSBT? #Futebol #CopadoNordeste #clearshampoo #AD #ConteúdoPatrocinado",951,0,961,3,0,0,4,-
'3563914070345357',TV Jornal,Status,https://facebook.com/collabsmanager/brand/insights?page_id=166866083481130&bc_auto_shown_tagged_post_id=3563914070345357,"Clear shampoo sabe que todo time sempre tem aquele cara 💪🏼 que chama a responsabilidade, né? Para você, qual ⚽ jogador que mais impõe respeito na #CopadoNordestenoSBT? #Futebol #CopadoNordeste #clearshampoo #AD #ConteúdoPatrocinado",7562,0,7677,17,26,0,143,-
