ID,Creator,Type,Permalink,Post Message,Lifetime Post Total Reach,Lifetime Post Paid Reach,Lifetime Post organic reach,Lifetime Post Total Reactions,Lifetime Post Total Comments,Lifetime Post Total Shares,Lifetime Post Total Clicks,Lifetime Post Total Saves
'10157955112641501',Preview.ph,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=10157955112641501,It has a relaxing scent too!,494015,494015,27,239,7,21,7948,-
'10157953494321501',Preview.ph,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=10157953494321501,Find out how these influencers #MakeTheClearUpgrade in their haircare routine with Clear Botanique Shampoo!,129648,128122,1668,203,0,5,2854,-
'10157964721017950',Cosmopolitan Philippines,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=10157964721017950,"Plus, it's super bango! 😍",465407,465407,156,1051,39,66,20228,-
'10157964443202950',Cosmopolitan Philippines,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=10157964443202950,"Plus, it's super bango! 😍",1406,0,1406,1,0,0,51,-
'10157952821786501',Preview.ph,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=10157952821786501,It has a relaxing scent too!,1497,0,1497,5,1,1,17,-
'688657645381013',Dexie Diaz,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=688657645381013,"When it comes to gaming and streaming, I'm always thinking about how to upgrade! Especially with the #CreatorGames2020, I wanted to upgrade my setup and my content.

And when it comes to choosing my shampoo, I chose to #MaketheCLEARUpgrade. With Clear, sobrang refreshing, ginanahan ako maglaro and magstream",3705021,2953600,929417,127063,2756,1628,205390,-
'2768498453379076',MRVii Gaming,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=2768498453379076,"Philippines vs Malaysia Semis na sana makaabot kami hanggang finals para sa Pilipinas!

Kasama ko ang SolidBoyz Rbeh Tan Kram Gaming at SolidEds
stay updated on:
fb.gg/CreatorGames2020
Check out the limited edition stickers available. Send some Love my way!
#FacebookGaming #CreatorGames2020 #BattleofHeroes #MaketheCLEARUpgrade",126392,0,126392,800,2047,703,7590,-
'696049057912175',SolidEds,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=696049057912175,"Sino kaya ang magwawagi sa Tournament ngayon

Kasama ko ang solidboyz MRVii Rbeh Tan Kram Gaming

stay updated on:
fb.gg/CreatorGames2020

#FacebookGaming #CreatorGames2020 #BattleofHeroes #MaketheCLEARUpgrade",14126,0,14126,439,376,156,937,-
'683270932275836',Elie Gaming,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=683270932275836,"Ang saya magstream at maglaro nung Creator Games! Iniisip ko na ano pwede next upgrade sa setup natin para mas maganda quality ng stream. Basta pagdating sa shampoo, ang upgrade natin ay ang Clear! Napakarefreshing gumamit ng Clear, so join me and #MakeTheClearUpgrade!",501066,0,501066,21784,551,289,22653,-
'2715130788700950',Tier One Entertainment,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=2715130788700950,"Becoming a National Champion won't stop our team Solid Boyz from continuously improving their gameplay and testing out new strategies. This coming Asia Creator Games: Battle of Heroes Regional Semi-finals, they will #MakeTheClearUpgrade and do their best to outplay their opponents!

Watch out for them this July 25, 6PM GMT+8 as they battle against other Asian Mobile Legends teams on their streams and Facebook Gaming's official broadcast. To get you even more hyped, relive their winning moment as national champion in this highlight reel!

Solid Boyz lineup: MRVii Gaming | SolidEds | Tan | Rbeh | Kram Gaming",16187,0,16187,72,5,5,349,-
'1496306497224022',Just ML,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=1496306497224022,"Nang masimulan natin ang JustML, alam na natin na gusto natin i-angat ang Filipino Mobile Legends scene. Sa pag-upgrade ng equipment, casters, at content natin, lalo nating naipagmamalaki ang ML scene ng Pilipinas. Kapag may pagkakataon, UPGRADE agad kami.

Kaya sa pagsali namin sa Creator Games, malaking bagay ang makilala kami. At salamat din sa Clear, we could #MakeTheClearUpgrade pagdating sa pagiging fresh at swabe ng mga casters namin sa aming stream!",86232,0,86232,1123,90,31,4109,-
'1177986822580990',Laraaaaa,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=1177986822580990,"It’s hard to believe where I am in my career right now as a streamer. I’m thankful to everyone who's helped me build and improve myself and my craft! All these upgrades in my life wouldn't have been possible without you guys helping me to make my choices CLEAR. To think I'd make a career in doing what I love, even joining Facebook Gaming and their events like the Creator Games! To prepare for the event, I have to look my best; fresh and cool! So I did #MakeTheClearUpgrade for my hair care with CLEAR!",146012,0,146012,18011,485,62,5149,-
'2761109124147302',CHYSE Wonderland,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=2761109124147302,"Super important sa growth natin ang self-evaluation at self-improvement. Retrace your steps to think about what you can improve & upgrade in your life, and continue to work toward those goals! Kaya kung ano man ang kailangan ko i-UPGRADE sa sarili ko, mahirap man, kakayanin! Kung pang-stream man yan, like upgrading with the Creator Games, or any other aspect sa life, let's upgrade! At salamat sa Clear, pagdating sa pagiging fresh at clean sa aking mga streams, we can #MakeTheClearUpgrade!",59974,0,59974,3998,84,21,1159,-
'2413458835625012',News Express - Gamer,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=2413458835625012,"\"Tayong gamers, alam natin ang importance ng pag-upgrade. Regardless kung sa equipment at skills ng in-game character mo, or even sa PC upgrades at peripherals, madami tayo ina-upgrade.

Pati sa pagstream, kelangan upgrade lagi para makasama tayo sa events gaya ng Creator Games. Kaya dapat, sa shampoo din natin. To #MakeTheClearUpgrade, sa Clear tayo!\"",13326,0,13326,282,52,7,394,-
'2283587125117585',YuGAMING,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=2283587125117585,"Kapag gaming streamer ka, dapat ready ka mag-upgrade sa iba't ibang bagay gaya ng latest phone model, gameplay o kahit ang paraan ng page-entertain ko sa viewers ko. Para kapag dumating ang mga gaming events gaya ng Creator Games, game akong makipagsabayan sa mga kapwa streamers ko!

Kaya pagdating sa hair care, thanks to Clear, I could #MakeTheClearUpgrade para fresh at cool ako sa mga streams ko! Salamat!",8736,0,8736,215,23,17,257,-
'3385320364812135',Maria Clara,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=3385320364812135,"Minsan sa streaming, madali mawala ang focus at motivation. Without the right equipment, environment, and morale support, mahirap mag-improve. Dahil nandiyan ang mga tunay na kaibigan at aking mga mentor, may morale support na! So upgrade naman sa equipment at environment para tuloy-tuloy ang ratsada sa pag-iistream!

Siyempre, to #MakeTheClearUpgrade andiyan din ang Clear shampoo! Refreshed and rejuvenated, tuloy-tuloy ang pag-upgrade sa pag-stream, starting with the Creator Games! Let's g",16436,0,16436,1102,24,18,621,-
'2778416182403487',YoLo,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=2778416182403487,"Pagdating sa mga streams and videos ko, gusto ko laging ibigay ang best ko, alam nyo yan. Kaya tuloy-tuloy ako naghahanap ng pwede i-upgrade. 

Mapa-PC upgrade man, content creation, gameplay, o performance sa tournaments like the Creator Games, gusto ko lahat i-improve. So siyempre, to #MakeTheClearUpgrade, sa shampoo din kelangan level up, kaya sa Clear tayo!",122703,0,122703,3758,137,26,4967,-
'2612378622357126',QueenWrecker Gaming,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=2612378622357126,"Kami ni Wrecker, we're always looking to make upgrades sa bawat aspect ng buhay namin. We've both grown personally together, and sa lahat ng ginagawa namin, from theater to streaming to gaming, lagi namin gusto mag-improve. Now, with the Creator Games, we can show the other creators how much we’ve improved so far. So with all the upgrades & improvements we had in our life, nandiyan din ang pag-improve on how we’ll look. For this, #MakeTheClearUpgrade for your hair shampoo with CLEAR!",63379,0,63379,2492,54,22,1692,-
'280673186528159',MRVii Gaming,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=280673186528159,"Philippines vs Indonesia na suportahan nyo kami sana makahula.

Kasama ko ang SolidBoyz Rbeh Tan Kram Gaming at SolidEds
stay updated on:
fb.gg/CreatorGames2020
Check out the limited edition stickers available. Send some Love my way!
#FacebookGaming #CreatorGames2020 #BattleofHeroes #MaketheCLEARUpgrade",131152,0,131152,1448,2487,1073,6399,-
'803362993734227',SolidEds,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=803362993734227,"Sino kaya ang magwawagi sa Tournament ngayon

Kasama ko ang solidboyz MRVii Rbeh Tan Kram Gaming 

stay updated on:
fb.gg/CreatorGames2020

#FacebookGaming #CreatorGames2020 #BattleofHeroes #MaketheCLEARUpgrade",39451,0,39451,313,598,291,1308,-
'2547464642023224',SPIN.ph,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=2547464642023224,Don't be a flaker. Nothing cramps style like flaky shoulders.,481084,481084,5,71,0,8,5479,-
'2545891282180560',SPIN.ph,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=2545891282180560,Don't be a flaker.,10820,0,10820,7,0,0,119,-
'3189889994391858',pep.ph,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=3189889994391858,Follow these tips to help manage balakubak at home.,360969,360969,106,415,76,49,10087,-
'3189810974399760',pep.ph,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=3189810974399760,Follow these tips to help manage balakubak at home.,14833,0,14833,46,4,1,243,-
'619577448677044',YuGAMING,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=619577448677044,"Creator Games: Battle of Heroes -
Philippines with Tisay LEz G!

Check the Limited Edition Stickers!
Stay updated

Fb.gg/Creatorgames2020
#facebookgaming
#creatorgames2020
#PubgMobile
#MakeTheCLEARUpgrade",16110,0,16110,114,181,114,451,-
'285899132613907',SolidEds,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=285899132613907,"Laban na namin with Akosi Dogie

Sino kaya ang magwawagi sa Tournament ngayon

Kasama ko ang solidboyz MRVii Rbeh Tan Kram Gaming

stay updated on:
fb.gg/CreatorGames2020

#FacebookGaming #CreatorGames2020 #BattleofHeroes #MaketheCLEARUpgrade",35886,0,35886,815,2123,268,2346,-
'703959850170425',MRVii Gaming,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=703959850170425,"Mag kakaharap na din tayo sino kaya ang mag champion satin Dogie?
Kasama ko ang SolidBoyz Rbeh Tan Kram Gaming at SolidEds
stay updated on:
fb.gg/CreatorGames2020
Check out the limited edition stickers available. Send some Love my way!
#FacebookGaming #CreatorGames2020 #BattleofHeroes #MaketheCLEARUpgrade",1686554,1505681,201030,6897,4214,946,41065,-
'2710021835901860',SolidEds,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=2710021835901860,"Lalaban nanaman kaming mga IPIS, sino kaya ang magwawagi sa Tournament ngayon

Kasama ko ang solidboyz MRVii Rbeh Tan Kram Gaming

stay updated on:
fb.gg/CreatorGames2020

#FacebookGaming #CreatorGames2020 #BattleofHeroes #MaketheCLEARUpgrade",21931,0,21931,258,566,212,894,-
'308345486960534',MRVii Gaming,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=308345486960534,"Bakbakan na, sino kaya ang mananalo at makaka advance sa Finals
Kasama ko ang SolidBoyz Rbeh Tan Kram Gaming at SolidEds
stay updated on:
fb.gg/CreatorGames2020
Check out the limited edition stickers available. Send some Love my way!
#FacebookGaming #CreatorGames2020 #BattleofHeroes #MaketheCLEARUpgrade",171031,0,171031,910,1117,461,7905,-
'3346859962012702',Biancake,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=3346859962012702,"I loved playing alongside my fellow streamers during the #creatorgames2020!

As a gaming influencer and content creator, I'm always looking for ways on how I can #MakeTheClearUpgrade. When it comes to my setup and skills, I think I got it in the bag. And when it comes to hair care, my recent upgrade to Clear was the best!

What upgrades have you made to your gaming lifestyle recently?",216907,0,216907,13221,289,110,10179,-
'295860715112314',YuGAMING,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=295860715112314,"Creator Games: Battle of Heroes -
 Philippines with Tisay  LEz G!

Check the Limited Edition Stickers!
Stay updated

Fb.gg/Creatorgames2020
#facebookgaming
#creatorgames2020
#PubgMobile",10593,0,10593,116,220,117,352,-
'672299770350134',Dexie Diaz,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=672299770350134,"When it comes to gaming and streaming, I'm always thinking about how to upgrade! Especially with the #CreatorGames2020, I wanted to upgrade my setup and my content.

And when it comes to choosing my shampoo, I chose to #MaketheCLEARUpgrade. With Clear, sobrang refreshing, ginanahan ako maglaro and magstream!",3474450,2778828,794765,108974,2331,1620,115992,-
'655990101680766',SolidEds,Status,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=655990101680766,"Whether it's my PC setup, streaming overlays, or in-game skills, I'm always looking to #MaketheCLEARUpgrade lalo na para mas solid ang laro natin sa #creatorgames2020. 

For my shampoo, nag-upgrade rin ako to Clear. It keeps me feeling fresh, kaya ready na ako i-represent ang Phillipines sa next games hanggang sa Finals!",16476,0,16476,666,116,12,753,-
'650520105537364',News Express - Gamer,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=650520105537364,"Labanan na mga lods, sino kaya ang magwawagi
Kasama ko Maria's Angels
stay updated on:
fb.gg/CreatorGames2020
Check out the limited edition stickers available. Send some Love my way!
#FacebookGaming #CreatorGames2020 #BattleofHeroes #MaketheCLEARUpgrade",27962,0,27962,127,335,164,502,-
'600990433885852',Maria Clara,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=600990433885852,"Labanan nanaman ng mga lodi natin, halina't samahan nyo ulit kaming Maria's Angels na sina Poging Joker-GAMING Master Nio News Express - Gamer at BossLucio Gaming. Wish us luck! 

Stay updated on 
Fg.gg/CreatorGames2020

Check out the Limited Edition Stickers available.
#Facebookgaming #creatorgames2020 #BattleofHeroes #MaketheCLEARUpgrade.",18035,0,18035,352,353,129,840,-
'587465588873488',Ch4knu,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=587465588873488,"FB Gaming Tournament muna tayo mga team lupon letz go!
FB Gaming Tourna eb muna tayo mga team lupon letz go!7 b 
stay updated on:
fb.gg/CreatorGames2020
Check out the limited edition stickers available. Send some Love my way!
#FacebookGaming #CreatorGames2020
#BattleofHeroes
#MakeTheClearUpgrade",299695,0,299695,4047,4221,988,35680,-
'295820705128412',Just ML,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=295820705128412,"FB Gaming Tournament muna tayo mga team lupon letz go!

Kasama ko sina Chantelle Ch4knu YoLo Mobile Legends 24/7

stay updated on:
fb.gg/CreatorGames2020

Check out the limited edition stickers available. Send some Love my way!
#FacebookGaming #CreatorGames2020
#BattleofHeroes
#MakeTheClearUpgrade",171633,0,171633,818,652,145,21594,-
'594072764855428',MRVii Gaming,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=594072764855428,"Labanan na mga lods, sino kaya ang magwawagi
Kasama ko ang SolidBoyz Rbeh Tan Kram Gaming at SolidEds
stay updated on:
fb.gg/CreatorGames2020
Check out the limited edition stickers available. Send some Love my way!
#FacebookGaming #CreatorGames2020 #BattleofHeroes #MaketheCLEARUpgrade",116406,0,116406,502,1130,427,4107,-
'313368143029067',SolidEds,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=313368143029067,"Labanan na mga lods, sino kaya ang magwawagi sa Tournament ngayon

Kasama ko ang solidboyz MRVii Rbeh Tan Kram Gaming

stay updated on:
fb.gg/CreatorGames2020

#FacebookGaming #CreatorGames2020 #BattleofHeroes #MaketheCLEARUpgrade",19371,0,19371,295,560,234,792,-
'2332842823685029',YuGAMING,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=2332842823685029,"Creator Games: Batlle of Heroes  - Round 1 - Philippines  
with Tisay 

Stay updated on fb.gg/CreatorGames2020

P.S. Check out the Limited Edition Stickers available. Send some love my way!

#facebookgaming #creatorgames2020 #battleofheroes",10577,0,10577,205,277,186,388,-
'1619852231510325',Laraaaaa,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=1619852231510325,"The battle is on! Crushing it with my Team CLN, featuring Cherizawa, Nikkinikki, Calad, and Nix Gaming.

Stay updated on fb.gg/CreatorGames2020

P.S. Check out the Limited Edition Stickers available. Send some love my way!

#facebookgaming #creatorgames2020 #battleofheroes #MaketheCLEARUpgrade",79098,0,79098,5522,4265,847,9727,-
'568714960457771',Elie Gaming,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=568714960457771,"LABAN NA LETS GO with Alodia Gosiengfiao Dexie Diaz Michelle Ryu AgentB1ack

Stay updated on fb.gg/CreatorGames2020

P.S. Check out the Limited Edition Stickers available. Send some love my way!

#facebookgaming #creatorgames2020 #battleofheroes
#MaketheCLEARUpgrade",711787,0,711787,12618,6897,2515,67457,-
'1159621521072673',Maria Clara,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=1159621521072673,"Ito na!! Samahan at suportahan nyo sana ang Team Maria’s Angels na kalabanin ang mga lodi natin tulad nila Boss Alodia Gosiengfiao Elie Gaming Dexie Diaz Michelle Ryu at AgentB1ack. Medyo kinakabahan pero buti nalang kasama ko ang #MaketheCLEARUpgrade para mas maging komportable at maging fresh sa laban 💙 Wish us luck!

Stay updated on
Fg.gg/CreatorGames2020

Check out the Limited Edition Stickers available.
#Facebookgaming #creatorgames2020 #BattleofHeroes #MaketheCLEARUpgrade",16561,0,16561,290,535,161,1049,-
'554951975186718',Dexie Diaz,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=554951975186718,"Eto na lalaban na ang ML o Kami! Panalo o mananalo?
Alodia Gosiengfiao
Elie Gaming
AgentB1ack
Michelle Ryu

Cute din ng mga stickers check niyo!
fb.gg/CreatorGames2020

#FacebookGaming #CreatorGames2020 #BattleofHeroes #MaketheCLEARUpgrade",886959,0,886959,26155,10922,2829,108001,-
'2629089164077294',News Express - Gamer,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=2629089164077294,"Mapapa laban Sa Malalakas Gamitan ko na ba Ng Granger to? Kasama ko ang Team Marias Angels Master Nio
Poging Joker-GAMING BossLucio's Playground Maria Clara  Kalaban namin Sina Alodia Gosiengfiao Elie Gaming  Dexie Diaz AgentB1ack Michelle Ryu Pag nanalo kami Meron tayong Surpresa

Stay updated on
fb.gg/CreatorGames2020

Check out the Limited Edition Stickers available. Send some love my way!
#Facebookgaming #creatorgames2020 #battleofheroes #MaketheCLEARUpgrade",44329,0,44329,209,955,103,880,-
'578596506377314',Maria Clara,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=578596506377314,"Ito na!! Samahan at suportahan nyo sana ang Team Maria’s Angels na kalabanin ang mga lodi natin tulad nila Boss Alodia Gosiengfiao Elie Gaming Dexie Diaz Michelle Ryu at AgentB1ack. Medyo kinakabahan pero buti nalang kasama ko ang #MaketheCLEARUpgrade para mas maging komportable at maging fresh sa laban 💙  Wish us luck!  

Stay updated on 
Fg.gg/CreatorGames2020

Check out the Limited Edition Stickers available.
#Facebookgaming #creatorgames2020 #BattleofHeroes #MaketheCLEARUpgrade",16609,0,16609,124,12,13,721,-
'274256027018313',YuGAMING,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=274256027018313,"Creator Games: Batlle of Heroes  - Round 1 - Philippines  
with Tisay
 
Stay updated on fb.gg/CreatorGames2020

P.S. Check out the Limited Edition Stickers available. Send some love my way!

#facebookgaming #creatorgames2020 #battleofheroes",11239,0,11239,74,228,144,487,-
'256687002284360',GHOST Wrecker,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=256687002284360,game ito na mag iingay nako haha,772915,0,772915,11860,13119,3670,97797,-
'842055569531233',Biancake,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=842055569531233,"LIVE!  New hair don't care? What ya guys think? <3 Tournament time na muna! Wish us luck!

Stay updated on
fb.gg/CreatorGames2020

Check out the Limited Edition Stickers available. Send some love my way!
#Facebookgaming #creatorgames2020 #battleofheroes #MaketheCLEARUpgrade",268139,0,268139,8107,8949,830,31213,-
'1441420946041859',GHOST Wrecker,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=1441420946041859,"Nako po ito na nga ba sinasabi ko mainit-init ang laban ang hot pa nga mga kasama ko. Buti nalang naka #MaketheCLEARupgrade Ako haha
#Facebookgaming #creatorgames2020 #battleofheroes",491646,0,491646,8603,7423,2544,72950,-
'252777559357733',Just ML,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=252777559357733,"BAKBAKAN NA!

Team: Lupon
Teammates: Chantelle, YoLo, Ch4knu, Mobile Legends 24/7
FB Tournament: fb.gg/CreatorGames2020
New Stickers Available! 

#facebookgaming #creatorgames2020 #battleofheroes",48641,0,48641,290,202,99,8315,-
'2664445623839389',YoLo,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=2664445623839389,"🔴Live Makipag Durugan muna kami mga idol kasama natin sila 

Ch4knu Chantelle Just ML Mobile Legends 24/7 

#facebookgaming 
#creatorgames2020 
#battleofheroes",165068,0,165068,2081,2274,805,17152,-
'305708387116596',CHYSE Wonderland,Video,https://facebook.com/collabsmanager/brand/insights?page_id=146131338887530&bc_auto_shown_tagged_post_id=305708387116596,"lalabas ko na Best Tank ko laban sa layla ni Choox Team WreckQueens vs. Team Ubos lesgo!

stay updated on:
fb.gg/CreatorGames2020

Check out the limited edition stickers available. Send some Love my way!
#FacebookGaming #CreatorGames2020 #BattleofHeroes
#MaketheCLEARUpgrade",143816,116315,28677,805,1079,311,2790,-
